Pickup Area,Dropoff Area,Pickup Governorate,Dropoff Governorate,Pickup Time,Day of Week,Hour of Day,Trip Duration (min),Trip Distance (km),Fare per km (EGP),Fare (EGP),Service Type,Payment Method,Driver Rating
Faisal,Nasr City,Giza,Cairo,2024-06-21 03:29:00,Friday,3,39.27,16.16,5.33434729686463,86.2,Uber Comfort,Wallet,4.0
Zamalek,Maadi,Cairo,Cairo,2024-06-04 10:02:00,Tuesday,10,43.1,25.81,4.762004718558006,122.91,UberX,Wallet,4.3
Nasr City,Zamalek,Cairo,Cairo,2024-06-10 10:36:00,Monday,10,28.62,13.5,5.043548492684218,68.09,Uber Comfort,Cash,4.9
Obour,Mohandessin,Qalyubia,Giza,2024-06-14 18:16:00,Friday,18,50.43,25.44,5.046620392936768,128.39,Uber Comfort,Wallet,5.0
Haram,Maadi,Giza,Cairo,2024-06-11 07:47:00,Tuesday,7,13.81,6.07,3.390312961817723,20.58,Uber Comfort,Wallet,4.2
Heliopolis,Maadi,Cairo,Cairo,2024-06-04 21:18:00,Tuesday,21,19.16,13.83,3.0378223466924696,42.01,Uber Comfort,Cash,3.5
6th October,Faisal,Giza,Giza,2024-06-23 17:59:00,Sunday,17,48.93,26.86,5.046759026580662,135.56,UberX,Wallet,4.9
Obour,6th October,Qalyubia,Giza,2024-06-17 18:09:00,Monday,18,38.41,27.55,4.273368665037207,117.73,Uber Bus,Cash,4.9
Shubra,Zamalek,Cairo,Cairo,2024-06-17 09:37:00,Monday,9,53.61,27.97,3.752128474829848,104.95,Uber Scooter,Wallet,4.0
Zamalek,6th October,Cairo,Giza,2024-06-15 06:09:00,Saturday,6,40.8,24.62,4.1634351643103,102.5,Uber Bus,Wallet,4.3
Faisal,Haram,Giza,Giza,2024-06-22 04:52:00,Saturday,4,73.8,29.8,3.149215001175995,93.85,Uber Bus,Credit Card,4.4
Shorouk,New Cairo,Cairo,Cairo,2024-06-23 21:49:00,Sunday,21,14.65,8.42,5.264396827398709,44.33,Uber Scooter,Cash,3.6
Mohandessin,Haram,Giza,Giza,2024-06-07 11:37:00,Friday,11,67.76,28.61,3.951122042314264,113.04,UberX,Cash,4.7
New Cairo,Fifth Settlement,Cairo,Cairo,2024-06-07 02:58:00,Friday,2,27.11,11.47,4.476056264572443,51.34,UberX,Wallet,3.8
Heliopolis,New Cairo,Cairo,Cairo,2024-06-08 18:14:00,Saturday,18,53.04,24.08,4.930573896429374,118.73,UberX,Wallet,4.4
Ain Shams,Shorouk,Cairo,Cairo,2024-06-18 15:16:00,Tuesday,15,6.13,4.42,5.026587097034289,22.22,Uber Bus,Credit Card,4.4
Sheikh Zayed,Fifth Settlement,Giza,Cairo,2024-06-10 17:34:00,Monday,17,23.71,17.6,3.300108564920939,58.08,Uber Comfort,Wallet,5.0
Maadi,10th of Ramadan,Cairo,Sharqia,2024-06-24 00:37:00,Monday,0,29.27,21.5,4.289643062434939,92.23,UberX,Cash,4.4
New Cairo,Ain Shams,Cairo,Cairo,2024-06-25 06:04:00,Tuesday,6,15.33,9.99,5.325236872798406,53.2,Uber Scooter,Wallet,4.6
Nasr City,Rehab,Cairo,Cairo,2024-06-04 18:15:00,Tuesday,18,22.24,10.82,4.505691891637767,48.75,Uber Comfort,Wallet,4.3
Obour,Mohandessin,Qalyubia,Giza,2024-06-09 17:01:00,Sunday,17,56.95,23.46,5.422565046913801,127.21,Uber Comfort,Credit Card,3.6
Shubra,Dokki,Cairo,Giza,2024-06-28 07:32:00,Friday,7,66.25,27.97,4.584241515357181,128.22,Uber Comfort,Cash,4.4
10th of Ramadan,Shorouk,Sharqia,Cairo,2024-06-13 02:11:00,Thursday,2,29.71,19.29,4.936573648834961,95.23,Uber Scooter,Cash,4.9
Downtown,Sheikh Zayed,Cairo,Giza,2024-06-09 21:03:00,Sunday,21,39.89,23.89,3.5393809375360115,84.56,Uber Comfort,Wallet,4.5
6th October,Haram,Giza,Giza,2024-06-05 13:36:00,Wednesday,13,13.41,9.79,3.9261056927577886,38.44,Uber Comfort,Cash,4.5
Obour,Shubra,Qalyubia,Cairo,2024-06-22 13:32:00,Saturday,13,13.42,8.68,3.243278699551999,28.15,Uber Scooter,Credit Card,3.6
10th of Ramadan,Shubra,Sharqia,Cairo,2024-06-23 09:38:00,Sunday,9,13.4,9.46,5.142970280747134,48.65,Uber Comfort,Credit Card,4.2
Rehab,Downtown,Cairo,Cairo,2024-06-23 21:31:00,Sunday,21,11.05,7.17,4.1697986215031015,29.9,Uber Bus,Cash,3.7
Haram,Shubra,Giza,Cairo,2024-06-08 18:01:00,Saturday,18,11.46,4.36,3.4937038164294587,15.23,Uber Bus,Cash,4.0
Mohandessin,Haram,Giza,Giza,2024-06-10 05:00:00,Monday,5,35.02,24.98,3.2384054219366223,80.9,Uber Comfort,Credit Card,4.3
Heliopolis,Obour,Cairo,Qalyubia,2024-06-17 10:19:00,Monday,10,11.91,7.95,3.081902413478657,24.5,Uber Scooter,Wallet,4.6
6th October,Zamalek,Giza,Cairo,2024-06-12 21:05:00,Wednesday,21,9.11,4.89,4.8376991784407135,23.66,Uber Bus,Wallet,4.9
Haram,Faisal,Giza,Giza,2024-06-18 20:07:00,Tuesday,20,10.2,6.59,4.498791762918702,29.65,Uber Bus,Cash,3.9
Obour,New Cairo,Qalyubia,Cairo,2024-06-23 13:20:00,Sunday,13,39.98,22.56,4.860669258948959,109.66,UberX,Credit Card,3.6
6th October,Faisal,Giza,Giza,2024-06-21 05:03:00,Friday,5,7.75,4.78,4.891034603331832,23.38,Uber Bus,Cash,4.1
Maadi,Rehab,Cairo,Cairo,2024-06-24 17:17:00,Monday,17,61.32,21.38,3.792246190749647,81.08,UberX,Wallet,3.5
New Cairo,Downtown,Cairo,Cairo,2024-06-13 20:02:00,Thursday,20,9.97,6.47,5.174345380234976,33.48,Uber Comfort,Credit Card,4.0
Faisal,Shubra,Giza,Cairo,2024-06-10 23:36:00,Monday,23,26.5,14.55,5.099636220165475,74.2,Uber Comfort,Wallet,3.5
Heliopolis,Haram,Cairo,Giza,2024-06-24 11:55:00,Monday,11,22.36,10.56,5.007309761998152,52.88,UberX,Wallet,4.1
6th October,10th of Ramadan,Giza,Sharqia,2024-06-01 22:14:00,Saturday,22,24.43,11.16,3.034339755737767,33.86,UberX,Wallet,4.9
Downtown,Nasr City,Cairo,Cairo,2024-06-10 17:57:00,Monday,17,48.92,25.65,3.370351643257619,86.45,Uber Scooter,Credit Card,4.3
Obour,Shorouk,Qalyubia,Cairo,2024-06-10 22:48:00,Monday,22,69.44,26.85,4.02281565958724,108.01,Uber Comfort,Wallet,4.4
Haram,Downtown,Giza,Cairo,2024-06-20 21:40:00,Thursday,21,32.12,23.06,3.920707337955,90.41,UberX,Cash,4.0
Mohandessin,Dokki,Giza,Giza,2024-06-10 14:36:00,Monday,14,38.93,23.45,4.505057437571658,105.64,Uber Comfort,Cash,4.9
Dokki,Obour,Giza,Qalyubia,2024-06-12 00:14:00,Wednesday,0,8.32,4.19,3.3545675865795346,14.06,Uber Bus,Credit Card,4.5
Dokki,Heliopolis,Giza,Cairo,2024-06-22 17:27:00,Saturday,17,24.66,15.35,3.3161037998368426,50.9,Uber Bus,Wallet,4.0
Dokki,Faisal,Giza,Giza,2024-06-27 13:15:00,Thursday,13,19.02,13.05,4.764895187321982,62.18,Uber Bus,Cash,3.7
Maadi,Sheikh Zayed,Cairo,Giza,2024-06-15 20:20:00,Saturday,20,60.78,23.4,4.804508441303554,112.43,Uber Scooter,Credit Card,4.2
Downtown,New Cairo,Cairo,Cairo,2024-06-10 05:20:00,Monday,5,28.1,10.07,4.614359640490552,46.47,UberX,Cash,3.9
Mohandessin,Maadi,Giza,Cairo,2024-06-02 13:01:00,Sunday,13,32.32,16.53,3.155757884249618,52.16,UberX,Wallet,3.9
Nasr City,Heliopolis,Cairo,Cairo,2024-06-06 06:58:00,Thursday,6,15.32,7.5,3.71894480943726,27.89,Uber Scooter,Cash,4.8
Ain Shams,Obour,Cairo,Qalyubia,2024-06-17 23:52:00,Monday,23,50.24,23.99,4.253429028398534,102.04,Uber Comfort,Wallet,4.6
Zamalek,Heliopolis,Cairo,Cairo,2024-06-04 22:35:00,Tuesday,22,27.15,13.1,4.898272365743255,64.17,UberX,Credit Card,3.7
Ain Shams,Sheikh Zayed,Cairo,Giza,2024-06-06 12:53:00,Thursday,12,4.84,3.62,3.9514357237221422,14.3,Uber Scooter,Credit Card,3.9
Shorouk,New Cairo,Cairo,Cairo,2024-06-04 03:44:00,Tuesday,3,16.78,11.26,4.164826788815909,46.9,Uber Scooter,Cash,5.0
10th of Ramadan,Ain Shams,Sharqia,Cairo,2024-06-20 05:55:00,Thursday,5,9.42,5.68,3.8480253455658593,21.86,Uber Comfort,Wallet,4.9
Zamalek,Obour,Cairo,Qalyubia,2024-06-27 16:12:00,Thursday,16,12.95,7.03,4.745606526719379,33.36,Uber Scooter,Credit Card,4.6
Downtown,Zamalek,Cairo,Cairo,2024-06-23 07:07:00,Sunday,7,31.0,12.53,4.023885824050818,50.42,UberX,Cash,4.6
Rehab,Zamalek,Cairo,Cairo,2024-06-02 06:22:00,Sunday,6,48.63,28.22,4.291440894997131,121.1,Uber Bus,Cash,3.8
Rehab,Nasr City,Cairo,Cairo,2024-06-29 16:26:00,Saturday,16,10.3,5.1,3.321122555323468,16.94,Uber Bus,Wallet,4.5
New Cairo,Haram,Cairo,Giza,2024-06-19 23:23:00,Wednesday,23,16.67,8.06,3.451749172977211,27.82,Uber Scooter,Wallet,3.5
Downtown,Fifth Settlement,Cairo,Cairo,2024-06-29 09:28:00,Saturday,9,34.25,22.94,3.1603302223740104,72.5,Uber Comfort,Wallet,4.1
Faisal,Sheikh Zayed,Giza,Giza,2024-06-10 05:27:00,Monday,5,46.3,19.68,3.807750892023651,74.94,UberX,Wallet,4.1
Shubra,Zamalek,Cairo,Cairo,2024-06-09 18:36:00,Sunday,18,27.18,17.55,4.868328748742144,85.44,UberX,Credit Card,3.7
Mohandessin,Obour,Giza,Qalyubia,2024-06-17 02:48:00,Monday,2,19.58,13.05,3.083622134785537,40.24,Uber Comfort,Wallet,4.0
10th of Ramadan,New Cairo,Sharqia,Cairo,2024-06-18 06:54:00,Tuesday,6,14.63,10.93,3.2473316066420077,35.49,Uber Bus,Wallet,4.7
Faisal,New Cairo,Giza,Cairo,2024-06-13 05:53:00,Thursday,5,34.89,16.91,5.466947376901859,92.45,Uber Comfort,Wallet,4.5
Faisal,Fifth Settlement,Giza,Cairo,2024-06-03 19:51:00,Monday,19,16.73,10.19,4.901234179255634,49.94,UberX,Cash,3.8
Downtown,Shorouk,Cairo,Cairo,2024-06-04 15:44:00,Tuesday,15,16.3,6.51,3.4543707159370918,22.49,UberX,Wallet,4.9
Ain Shams,Shubra,Cairo,Cairo,2024-06-29 10:26:00,Saturday,10,36.23,13.48,3.968178729885615,53.49,UberX,Cash,3.6
Dokki,Mohandessin,Giza,Giza,2024-06-30 04:58:00,Sunday,4,59.69,28.03,4.865217382638178,136.37,Uber Scooter,Wallet,3.8
Nasr City,6th October,Cairo,Giza,2024-06-01 22:16:00,Saturday,22,58.99,23.32,4.540394143263746,105.88,Uber Bus,Cash,4.8
Rehab,Heliopolis,Cairo,Cairo,2024-06-12 13:07:00,Wednesday,13,16.7,11.73,4.598415751706931,53.94,Uber Scooter,Cash,4.8
Shubra,New Cairo,Cairo,Cairo,2024-06-06 22:34:00,Thursday,22,53.84,26.76,3.307261665721158,88.5,Uber Comfort,Cash,3.6
Zamalek,New Cairo,Cairo,Cairo,2024-06-20 02:25:00,Thursday,2,37.97,24.72,5.421980457894507,134.03,Uber Comfort,Wallet,4.5
Obour,Haram,Qalyubia,Giza,2024-06-25 06:42:00,Tuesday,6,33.49,15.22,3.145059122881012,47.87,Uber Comfort,Wallet,4.0
Heliopolis,6th October,Cairo,Giza,2024-06-01 23:14:00,Saturday,23,40.21,22.24,4.658057418841687,103.6,Uber Bus,Credit Card,3.6
New Cairo,Nasr City,Cairo,Cairo,2024-06-18 04:20:00,Tuesday,4,58.47,24.66,4.949311026302514,122.05,UberX,Cash,4.8
Fifth Settlement,Downtown,Cairo,Cairo,2024-06-05 17:36:00,Wednesday,17,26.26,18.41,3.550257953448114,65.36,Uber Comfort,Wallet,5.0
Faisal,Dokki,Giza,Giza,2024-06-18 20:24:00,Tuesday,20,38.13,21.68,4.252001211953962,92.18,UberX,Cash,4.2
Dokki,Ain Shams,Giza,Cairo,2024-06-10 08:08:00,Monday,8,11.23,4.73,3.65138515465348,17.27,Uber Comfort,Credit Card,4.5
Downtown,10th of Ramadan,Cairo,Sharqia,2024-06-17 12:16:00,Monday,12,6.69,4.0,4.455615828765257,17.82,UberX,Cash,4.9
Heliopolis,Downtown,Cairo,Cairo,2024-06-29 05:24:00,Saturday,5,26.51,15.15,3.9624707303088265,60.03,Uber Bus,Wallet,3.9
New Cairo,6th October,Cairo,Giza,2024-06-13 17:01:00,Thursday,17,51.47,27.7,5.338285704306978,147.87,Uber Scooter,Cash,3.7
Sheikh Zayed,Zamalek,Giza,Cairo,2024-06-16 15:19:00,Sunday,15,13.78,7.1,3.194441269009805,22.68,Uber Bus,Cash,4.5
Heliopolis,Dokki,Cairo,Giza,2024-06-11 11:52:00,Tuesday,11,71.2,26.41,3.9393770732350335,104.04,Uber Scooter,Wallet,3.7
Haram,Sheikh Zayed,Giza,Giza,2024-06-12 22:14:00,Wednesday,22,54.06,21.92,5.223208133623581,114.49,Uber Bus,Credit Card,4.7
Haram,Shubra,Giza,Cairo,2024-06-03 15:47:00,Monday,15,21.04,10.27,3.800094366118988,39.03,Uber Scooter,Wallet,3.9
Shubra,6th October,Cairo,Giza,2024-06-16 18:02:00,Sunday,18,34.97,22.51,4.461020183267761,100.42,Uber Bus,Credit Card,4.4
6th October,Faisal,Giza,Giza,2024-06-09 20:38:00,Sunday,20,33.51,14.87,4.699600110016215,69.88,UberX,Wallet,3.6
Rehab,Nasr City,Cairo,Cairo,2024-06-05 12:33:00,Wednesday,12,23.73,12.91,3.864214690726748,49.89,Uber Bus,Cash,3.7
Zamalek,6th October,Cairo,Giza,2024-06-26 17:53:00,Wednesday,17,31.62,12.22,5.096299060547127,62.28,Uber Comfort,Wallet,4.4
Rehab,Fifth Settlement,Cairo,Cairo,2024-06-18 06:39:00,Tuesday,6,35.48,25.17,3.4902759539191,87.85,Uber Comfort,Wallet,3.6
Sheikh Zayed,Dokki,Giza,Giza,2024-06-02 05:01:00,Sunday,5,13.16,7.5,3.637622169471893,27.28,Uber Comfort,Credit Card,4.0
6th October,Shubra,Giza,Cairo,2024-06-25 06:29:00,Tuesday,6,41.56,27.41,4.8457914060413545,132.82,Uber Comfort,Credit Card,4.7
New Cairo,Obour,Cairo,Qalyubia,2024-06-09 14:28:00,Sunday,14,37.83,20.44,5.1496240822280654,105.26,UberX,Credit Card,4.6
Nasr City,Shubra,Cairo,Cairo,2024-06-20 01:31:00,Thursday,1,23.62,16.44,4.057312707650638,66.7,Uber Bus,Cash,4.6
Dokki,Maadi,Giza,Cairo,2024-06-01 22:23:00,Saturday,22,11.04,8.14,4.224068324452979,34.38,UberX,Credit Card,4.1
Mohandessin,Fifth Settlement,Giza,Cairo,2024-06-12 03:07:00,Wednesday,3,38.76,15.45,3.0716205600753765,47.46,Uber Bus,Cash,4.5
Haram,Shubra,Giza,Cairo,2024-06-10 14:11:00,Monday,14,40.17,26.44,3.525270097866193,93.21,Uber Scooter,Credit Card,4.3
Maadi,Faisal,Cairo,Giza,2024-06-15 23:07:00,Saturday,23,55.25,29.54,3.714983752297487,109.74,Uber Bus,Cash,5.0
Ain Shams,Fifth Settlement,Cairo,Cairo,2024-06-02 18:03:00,Sunday,18,24.97,13.88,3.0138318281449097,41.83,Uber Comfort,Wallet,4.5
Dokki,Maadi,Giza,Cairo,2024-06-15 04:49:00,Saturday,4,45.63,25.03,3.425140970983464,85.73,UberX,Credit Card,4.1
Faisal,Downtown,Giza,Cairo,2024-06-25 20:29:00,Tuesday,20,36.25,20.07,3.3772613373839304,67.78,Uber Comfort,Wallet,4.7
Obour,Heliopolis,Qalyubia,Cairo,2024-06-26 01:19:00,Wednesday,1,44.56,16.74,5.043327330836353,84.43,Uber Bus,Cash,4.1
Shorouk,Nasr City,Cairo,Cairo,2024-06-06 06:47:00,Thursday,6,15.11,10.18,4.420525032327788,45.0,Uber Scooter,Wallet,4.5
New Cairo,Rehab,Cairo,Cairo,2024-06-10 06:48:00,Monday,6,41.07,28.36,4.283730004613486,121.49,Uber Comfort,Cash,3.6
Nasr City,Zamalek,Cairo,Cairo,2024-06-29 21:14:00,Saturday,21,82.99,28.99,3.701983758555463,107.32,Uber Bus,Cash,3.7
Haram,Downtown,Giza,Cairo,2024-06-02 17:02:00,Sunday,17,45.42,20.22,5.14415258749156,104.01,Uber Bus,Cash,5.0
Shorouk,Haram,Cairo,Giza,2024-06-08 22:43:00,Saturday,22,39.69,25.9,3.98349304298335,103.17,Uber Scooter,Cash,4.3
Haram,Zamalek,Giza,Cairo,2024-06-08 09:31:00,Saturday,9,34.66,23.19,3.0645611537536226,71.07,Uber Scooter,Wallet,4.5
Nasr City,Obour,Cairo,Qalyubia,2024-06-23 04:11:00,Sunday,4,40.01,26.52,4.873211081654635,129.24,Uber Bus,Cash,5.0
Obour,Dokki,Qalyubia,Giza,2024-06-06 21:36:00,Thursday,21,68.19,27.18,3.184115102522096,86.54,Uber Bus,Credit Card,4.4
Sheikh Zayed,Maadi,Giza,Cairo,2024-06-03 10:54:00,Monday,10,45.74,25.46,4.200983144123746,106.96,Uber Comfort,Credit Card,4.5
10th of Ramadan,Dokki,Sharqia,Giza,2024-06-07 07:04:00,Friday,7,28.66,17.5,4.055600302547148,70.97,Uber Bus,Cash,3.7
Rehab,Heliopolis,Cairo,Cairo,2024-06-17 21:52:00,Monday,21,51.65,17.94,5.412012623437896,97.09,Uber Comfort,Cash,4.3
Nasr City,Rehab,Cairo,Cairo,2024-06-10 08:44:00,Monday,8,24.04,17.33,4.717501477133851,81.75,Uber Scooter,Wallet,4.9
Heliopolis,Haram,Cairo,Giza,2024-06-17 18:16:00,Monday,18,14.84,6.33,4.364585928826602,27.63,Uber Scooter,Cash,3.8
Shorouk,Mohandessin,Cairo,Giza,2024-06-07 08:47:00,Friday,8,19.31,12.25,5.46536464807323,66.95,Uber Comfort,Credit Card,3.7
6th October,Shorouk,Giza,Cairo,2024-06-25 17:00:00,Tuesday,17,13.31,9.39,3.651281884205969,34.29,Uber Scooter,Wallet,3.8
Shubra,10th of Ramadan,Cairo,Sharqia,2024-06-20 13:39:00,Thursday,13,37.63,20.46,5.024779261068384,102.81,Uber Scooter,Credit Card,4.3
Nasr City,Heliopolis,Cairo,Cairo,2024-06-07 21:03:00,Friday,21,9.74,5.01,3.6739672048572976,18.41,UberX,Credit Card,4.4
Shubra,Maadi,Cairo,Cairo,2024-06-20 22:41:00,Thursday,22,47.22,17.47,3.5580427451179,62.16,Uber Comfort,Wallet,4.3
Ain Shams,Zamalek,Cairo,Cairo,2024-06-10 12:09:00,Monday,12,39.87,29.49,5.460345851393481,161.03,Uber Comfort,Credit Card,4.4
New Cairo,Faisal,Cairo,Giza,2024-06-28 08:56:00,Friday,8,41.77,26.43,3.499321513983049,92.49,UberX,Wallet,3.6
Faisal,Obour,Giza,Qalyubia,2024-06-26 05:06:00,Wednesday,5,41.49,16.78,5.427159582906051,91.07,Uber Scooter,Cash,4.7
Sheikh Zayed,Rehab,Giza,Cairo,2024-06-14 22:38:00,Friday,22,28.13,10.66,3.187010088550545,33.97,UberX,Credit Card,3.6
Zamalek,Sheikh Zayed,Cairo,Giza,2024-06-04 03:39:00,Tuesday,3,45.1,19.92,5.136381151339565,102.32,Uber Comfort,Wallet,3.5
Nasr City,Fifth Settlement,Cairo,Cairo,2024-06-02 08:53:00,Sunday,8,21.26,10.36,5.059451105992002,52.42,UberX,Credit Card,4.9
Zamalek,Downtown,Cairo,Cairo,2024-06-04 21:34:00,Tuesday,21,38.51,26.15,3.2803712461119283,85.78,Uber Scooter,Wallet,5.0
6th October,Dokki,Giza,Giza,2024-06-10 15:49:00,Monday,15,13.05,7.76,4.044583735415602,31.39,Uber Comfort,Credit Card,4.3
Maadi,Rehab,Cairo,Cairo,2024-06-10 23:29:00,Monday,23,34.48,22.33,3.484967953124416,77.82,UberX,Cash,3.9
Zamalek,Downtown,Cairo,Cairo,2024-06-21 23:32:00,Friday,23,31.59,12.52,5.357670942812451,67.08,Uber Comfort,Cash,4.7
Maadi,Obour,Cairo,Qalyubia,2024-06-13 19:49:00,Thursday,19,24.7,17.81,3.1439069338253858,55.99,Uber Bus,Cash,3.9
Heliopolis,Ain Shams,Cairo,Cairo,2024-06-23 08:16:00,Sunday,8,30.06,16.95,3.957854783605952,67.09,Uber Bus,Credit Card,4.6
New Cairo,Mohandessin,Cairo,Giza,2024-06-09 00:26:00,Sunday,0,14.83,6.36,3.799554447231864,24.17,Uber Comfort,Wallet,4.4
10th of Ramadan,Shorouk,Sharqia,Cairo,2024-06-11 07:58:00,Tuesday,7,29.28,15.17,3.144832400304043,47.71,Uber Comfort,Credit Card,4.8
Fifth Settlement,Shorouk,Cairo,Cairo,2024-06-02 11:42:00,Sunday,11,63.02,24.29,3.831563514697274,93.07,Uber Scooter,Credit Card,3.8
Fifth Settlement,6th October,Cairo,Giza,2024-06-03 17:24:00,Monday,17,18.4,6.56,4.087536011555313,26.81,Uber Comfort,Cash,4.5
Faisal,Shubra,Giza,Cairo,2024-06-24 00:25:00,Monday,0,28.85,20.65,3.188752191802118,65.85,UberX,Cash,4.3
New Cairo,Mohandessin,Cairo,Giza,2024-06-22 06:03:00,Saturday,6,9.38,6.17,3.025915688886009,18.67,Uber Comfort,Cash,4.1
6th October,Obour,Giza,Qalyubia,2024-06-21 07:42:00,Friday,7,53.12,24.06,3.4763329640908167,83.64,UberX,Credit Card,4.2
Faisal,Mohandessin,Giza,Giza,2024-06-17 00:02:00,Monday,0,13.88,6.22,3.423578780719394,21.29,Uber Comfort,Wallet,3.5
Dokki,Ain Shams,Giza,Cairo,2024-06-14 19:04:00,Friday,19,24.32,13.41,4.565688637021383,61.23,Uber Bus,Cash,3.8
Heliopolis,Downtown,Cairo,Cairo,2024-06-30 08:42:00,Sunday,8,8.53,4.76,3.893423485529561,18.53,Uber Scooter,Credit Card,3.7
Haram,10th of Ramadan,Giza,Sharqia,2024-06-06 06:24:00,Thursday,6,32.56,18.47,3.1956432052663706,59.02,Uber Bus,Credit Card,4.6
Downtown,Mohandessin,Cairo,Giza,2024-06-24 05:19:00,Monday,5,28.21,16.63,4.892716909115644,81.37,Uber Bus,Cash,4.9
6th October,Sheikh Zayed,Giza,Giza,2024-06-06 05:30:00,Thursday,5,63.83,29.86,4.721850895346667,140.99,Uber Scooter,Credit Card,4.3
Dokki,10th of Ramadan,Giza,Sharqia,2024-06-30 05:35:00,Sunday,5,50.55,27.04,4.574361552411212,123.69,Uber Scooter,Wallet,3.9
Shorouk,Downtown,Cairo,Cairo,2024-06-18 04:48:00,Tuesday,4,23.9,15.18,3.169355663074182,48.11,Uber Bus,Wallet,4.0
Mohandessin,Obour,Giza,Qalyubia,2024-06-11 05:28:00,Tuesday,5,24.5,13.95,4.7820700312269135,66.71,Uber Bus,Cash,4.5
Obour,Heliopolis,Qalyubia,Cairo,2024-06-22 02:34:00,Saturday,2,51.06,28.3,4.717806490210375,133.51,Uber Bus,Credit Card,4.1
6th October,Mohandessin,Giza,Giza,2024-06-23 15:32:00,Sunday,15,20.24,14.68,3.398896982782493,49.9,Uber Comfort,Cash,3.7
Downtown,Haram,Cairo,Giza,2024-06-17 00:55:00,Monday,0,22.3,12.92,3.122662593915737,40.34,Uber Comfort,Credit Card,4.5
Zamalek,6th October,Cairo,Giza,2024-06-09 13:11:00,Sunday,13,41.3,27.56,4.624354844017988,127.45,Uber Bus,Wallet,3.6
Ain Shams,6th October,Cairo,Giza,2024-06-29 01:51:00,Saturday,1,33.73,21.05,4.441939083814527,93.5,UberX,Cash,3.6
Shorouk,Haram,Cairo,Giza,2024-06-19 12:52:00,Wednesday,12,11.71,6.69,4.1937921071226185,28.06,UberX,Wallet,3.6
New Cairo,Downtown,Cairo,Cairo,2024-06-19 05:46:00,Wednesday,5,61.33,24.59,3.05013753422888,75.0,Uber Bus,Wallet,4.5
Shorouk,Downtown,Cairo,Cairo,2024-06-09 09:35:00,Sunday,9,27.28,17.17,4.589906076717643,78.81,Uber Bus,Wallet,4.1
Shubra,Maadi,Cairo,Cairo,2024-06-30 22:39:00,Sunday,22,36.88,25.69,5.246761527911729,134.79,Uber Comfort,Cash,3.9
Rehab,Sheikh Zayed,Cairo,Giza,2024-06-28 23:23:00,Friday,23,11.43,5.3,5.043549235243491,26.73,Uber Comfort,Wallet,4.3
Shorouk,Mohandessin,Cairo,Giza,2024-06-22 20:41:00,Saturday,20,47.98,23.86,3.450927638793696,82.34,Uber Comfort,Wallet,4.5
6th October,Shubra,Giza,Cairo,2024-06-10 17:31:00,Monday,17,30.55,20.43,4.0550258200220615,82.84,Uber Bus,Wallet,4.7
Zamalek,Ain Shams,Cairo,Cairo,2024-06-08 02:49:00,Saturday,2,42.36,24.62,4.856929823205803,119.58,UberX,Credit Card,3.9
Maadi,Sheikh Zayed,Cairo,Giza,2024-06-19 13:07:00,Wednesday,13,12.77,8.17,3.620620408632021,29.58,Uber Bus,Cash,4.0
10th of Ramadan,Dokki,Sharqia,Giza,2024-06-18 16:11:00,Tuesday,16,45.94,21.32,4.0586518708413415,86.53,UberX,Wallet,4.7
Obour,New Cairo,Qalyubia,Cairo,2024-06-27 20:16:00,Thursday,20,48.13,21.15,4.318959898861341,91.35,UberX,Cash,3.6
Fifth Settlement,10th of Ramadan,Cairo,Sharqia,2024-06-13 18:40:00,Thursday,18,31.41,14.86,3.8541359010747462,57.27,Uber Scooter,Wallet,5.0
Shorouk,Heliopolis,Cairo,Cairo,2024-06-06 16:52:00,Thursday,16,47.36,29.42,3.281214848744238,96.53,Uber Comfort,Credit Card,3.7
Sheikh Zayed,6th October,Giza,Giza,2024-06-22 15:55:00,Saturday,15,45.58,27.59,4.576826612656895,126.27,Uber Comfort,Cash,4.9
Nasr City,Fifth Settlement,Cairo,Cairo,2024-06-19 15:44:00,Wednesday,15,54.93,23.29,4.819356600098629,112.24,Uber Bus,Credit Card,3.7
Faisal,Heliopolis,Giza,Cairo,2024-06-13 20:33:00,Thursday,20,27.76,14.69,4.618402913087888,67.84,Uber Comfort,Credit Card,4.6
Mohandessin,Shorouk,Giza,Cairo,2024-06-17 10:14:00,Monday,10,38.38,28.07,5.453822368442079,153.09,Uber Comfort,Wallet,3.6
Faisal,6th October,Giza,Giza,2024-06-20 14:32:00,Thursday,14,35.88,26.02,3.4194929518003985,88.98,UberX,Wallet,4.9
10th of Ramadan,Zamalek,Sharqia,Cairo,2024-06-17 03:48:00,Monday,3,23.17,15.03,3.906432951295788,58.71,Uber Comfort,Credit Card,4.0
Dokki,Ain Shams,Giza,Cairo,2024-06-13 02:02:00,Thursday,2,20.76,13.09,5.0983441522960735,66.74,Uber Bus,Wallet,4.8
Shorouk,Dokki,Cairo,Giza,2024-06-18 11:43:00,Tuesday,11,32.15,19.99,3.2675612291803637,65.32,UberX,Wallet,4.6
Maadi,Mohandessin,Cairo,Giza,2024-06-08 14:32:00,Saturday,14,9.82,3.49,4.488191765217696,15.66,Uber Comfort,Credit Card,4.0
Downtown,Mohandessin,Cairo,Giza,2024-06-16 12:20:00,Sunday,12,21.82,12.58,4.063672742132264,51.12,Uber Bus,Credit Card,4.8
